topology,family,seed,configuration,workflow_size,deadline_factor,deadline_mode,scheduler,sharing,minimum_makespan_s,workflow_slack_s,reference_deadline_feasible,deadline_kappa,tastd_mode,enable_vm_reuse,reuse_policy,joint_bos_optimization,adaptive_bos_fallback,reconstruct_earliest_start,workflow_arrival_s,workflow_deadline_s,workflow_deadline_duration_s,deadline_to_minimum_makespan_ratio,requested_candidate_count,initial_effective_candidate_count,first_round_submitted_sfc_count,first_round_admitted_sfc_count,first_round_accepted_sfc_ratio,first_round_scheduler_runtime_s,unfinished_sfc_count,scheduling_round_count,bos_max_size,bos_mean_size,bos_size_histogram,jointly_scheduled_sfc_count,jointly_scheduled_sfc_ratio,single_sfc_fallback_count,reuse_path_count,new_vm_path_count,milp_invocations,milp_max_bos_size,milp_min_effective_candidate_count,milp_max_effective_candidate_count,milp_max_variables,milp_max_constraints,milp_max_single_solve_s,milp_max_gap,milp_limit_reached_count,milp_admission_limit_reached_count,milp_secondary_limit_reached_count,milp_total_admitted_count,milp_avoidable_idle_removed_s,milp_max_avoidable_idle_removed_s,provisioning_cost,end_to_end_delay_s,network_data_mb,network_hop_data_mb,resource_utilization,cpu_utilization,ram_utilization,vm_time_utilization,mean_node_cpu_utilization,max_node_cpu_utilization,mean_node_ram_utilization,max_node_ram_utilization,mean_link_bandwidth_utilization,max_link_bandwidth_utilization,used_link_count,workflow_deadline_success,workflow_completed,global_deadline_success,sfc_subdeadline_success,sfc_deadline_miss_rate,makespan_s,vm_reuse_rate,provisioned_vm_count,scheduler_runtime_s,scheduler_overhead_ratio,milp_runtime_s,communication_delay_s,propagation_delay_s,serialization_delay_s,queueing_delay_s,execution_time_s,measurement_duration_s,completed_sfc_count,total_sfc_count,accepted_sfc_ratio,realized_workflow_slack_s,workflow_deadline_consumption,study,node_count,local_node_count,global_node_count,candidate_count,effective_candidate_count,candidate_node_coverage,solver_time_limit_s,eta,alpha,beta,gamma,omega_u,omega_w,case_wall_runtime_s
xxlarge,epigenomics,3,HDS-NonSharable,1000,3.0,reference,HDS,NonSharable,2273.32405154637,4546.648103092741,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,6819.97215463911,6819.97215463911,3.0,60,60,1,1,1.0,0.0590511780028464,0,333,2,1.4984984984984986,"{""1"":167,""2"":166}",8,0.0160320641282565,77,414,85,4,2,58,59,303,3061,0.1751432180026313,6.852382428479593e-14,0,0,0,8,1.1368683772161605e-13,1.1368683772161605e-13,0.74,2481.0365037608544,1644.5251632821685,2593.9936726570463,0.2448081925919391,0.1660201630713275,0.3235962221125505,0.5430591715807074,0.0262260452154763,0.124065283606216,0.0145351520722878,0.0659464038378058,0.0002733251184755,0.0019245211795157,32,1,1,1,1,0.0,2481.0365037608544,0.8296593186372746,85,6.259679509086709,0.0025230098386694,0.6921523430064553,15.23739900764108,1.133,14.10439900764108,32.481670566410244,2769.6017750616074,2481.0365037608544,499,499,1.0,4338.935650878256,0.3637898289765294,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,6.6559283530004905
xxlarge,epigenomics,3,HDS-Sharable,1000,3.0,reference,HDS,Sharable,2273.32405154637,4546.648103092741,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,6819.97215463911,6819.97215463911,3.0,60,60,1,1,1.0,0.0582005809992551,0,333,2,1.4984984984984986,"{""1"":167,""2"":166}",10,0.0200400801603206,75,414,85,5,2,59,59,362,3120,0.268974448001245,8.60702088001909e-14,0,0,0,10,7.389644451905042e-13,7.389644451905042e-13,0.725,2495.387469856085,1636.0419896306455,2581.1149667600266,0.2503019376919673,0.1701320207449235,0.3304718546390112,0.5566204781662445,0.0285184584365237,0.1173531214861233,0.0156776442305554,0.063321439147909,0.000270462975394,0.0019256277432414,32,1,1,1,1,0.0,2495.387469856085,0.8296593186372746,83,6.287315180947189,0.0025195747181137,0.9856450080042124,15.161533618428898,1.125,14.036533618428898,41.7110975469878,2771.9699812678978,2495.387469856085,499,499,1.0,4324.584684783025,0.3658940847960298,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,6.649163389003661
xxlarge,epigenomics,3,PBQS-NonSharable,1000,3.0,reference,PBQS,NonSharable,2273.32405154637,4546.648103092741,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,6819.97215463911,6819.97215463911,3.0,60,60,1,1,1.0,0.1153873579999071,0,333,2,1.4984984984984986,"{""1"":167,""2"":166}",0,0.0,0,382,117,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.905,2678.9213267581963,2040.894255423056,2562.548150298564,0.2162193188705032,0.1496131733141274,0.2828254644268791,0.4310339312465785,0.0651825779992883,0.0999551506929574,0.0383611951673118,0.0643604251575302,0.000388422012704,0.0016058961023825,22,1,1,1,1,0.0,2678.9213267581963,0.7655310621242485,117,70.62979418200109,0.0263650124684591,0.0,19.07713244264845,1.08,17.99713244264845,38.19996626673654,3025.8581973509813,2678.9213267581963,499,499,1.0,4141.050827880914,0.3928053173847534,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,70.93878564400006
xxlarge,epigenomics,3,PBQS-Sharable,1000,3.0,reference,PBQS,Sharable,2273.32405154637,4546.648103092741,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,6819.97215463911,6819.97215463911,3.0,60,60,1,1,1.0,0.1153562249965034,0,333,2,1.4984984984984986,"{""1"":167,""2"":166}",0,0.0,0,408,91,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.745,2834.647423689994,1732.5227769596015,1945.8051933716547,0.2733629960005648,0.1891537976900039,0.3575721943111257,0.5541864830313155,0.0924024960967085,0.1130743100445409,0.0543806381323444,0.0748547914548335,0.000552389738163,0.001160283643107,11,1,1,1,1,0.0,2834.647423689994,0.8176352705410822,91,65.96942640302586,0.023272533244064,0.0,15.98512610774343,0.8220000000000001,15.16312610774343,358.488014781705,3025.858197350982,2834.647423689994,499,499,1.0,3985.324730949116,0.4156391491659974,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,66.20635355799459
xxlarge,epigenomics,4,HDS-NonSharable,1000,3.0,reference,HDS,NonSharable,2233.612317485873,4467.224634971746,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,6700.836952457619,6700.836952457619,3.0,60,60,1,1,1.0,0.0603082119999953,0,333,2,1.4984984984984986,"{""1"":167,""2"":166}",0,0.0,85,414,85,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.77,2406.4445971741884,1746.6534668390975,2835.3557410708104,0.2386653481161761,0.1616987658887977,0.3156319303435544,0.5281320689440866,0.0675703261134456,0.1326598796992351,0.0362009117369654,0.0675542392091929,0.0007404894710235,0.0023879667026218,13,1,1,1,1,0.0,2406.4445971741884,0.8296593186372746,85,6.198687306999318,0.002575869527301,0.0,15.557653392237556,1.154,14.403653392237556,33.01753731574889,2693.4735516148417,2406.4445971741884,499,499,1.0,4294.392355283431,0.3591259740011422,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,6.5873695249999855
xxlarge,epigenomics,4,HDS-Sharable,1000,3.0,reference,HDS,Sharable,2233.612317485873,4467.224634971746,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,6700.836952457619,6700.836952457619,3.0,60,60,1,1,1.0,0.0589371820000224,0,333,2,1.4984984984984986,"{""1"":167,""2"":166}",0,0.0,85,414,85,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.77,2406.4445971741884,1746.6534668390975,2835.3557410708104,0.2386653481161761,0.1616987658887977,0.3156319303435544,0.5281320689440866,0.0675703261134456,0.1326598796992351,0.0362009117369654,0.0675542392091929,0.0007404894710235,0.0023879667026218,13,1,1,1,1,0.0,2406.4445971741884,0.8296593186372746,85,6.012141864,0.002498350417483,0.0,15.557653392237556,1.154,14.403653392237556,33.01753731574889,2693.4735516148417,2406.4445971741884,499,499,1.0,4294.392355283431,0.3591259740011422,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,6.394139709000001
xxlarge,epigenomics,4,PBQS-Sharable,1000,3.0,reference,PBQS,Sharable,2233.612317485873,4467.224634971746,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,6700.836952457619,6700.836952457619,3.0,60,60,1,1,1.0,0.1181416740000713,0,333,2,1.4984984984984986,"{""1"":167,""2"":166}",0,0.0,0,410,89,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.7000000000000001,2763.450721096216,1756.5823895287135,1992.705240092144,0.2742299568549158,0.1901100495426142,0.3583498641672175,0.5464243550766884,0.0907606722084652,0.1238738084155449,0.0507109406081552,0.0713757888288909,0.0005905670584695,0.0014770047800735,10,1,1,1,1,0.0,2763.450721096216,0.8216432865731463,89,68.74319297600016,0.0248758526617514,0.0,15.19604683132736,0.765,14.43104683132736,389.1469232064623,2917.906056109516,2763.450721096216,499,499,1.0,3937.386231361403,0.4124038147328274,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,68.98464501500007
xxlarge,inspiral,1,PBQS-NonSharable,1000,3.0,reference,PBQS,NonSharable,1996.0947526945,3992.189505389,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,5988.2842580835,5988.2842580835,3.0,60,60,1,1,1.0,0.1192106630001035,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",0,0.0,0,856,144,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.095,2824.288724759562,4351.133992808436,5157.035000723061,0.2017825206293154,0.1494023821031008,0.2541626591555301,0.4115407591295504,0.0671583223311401,0.1992369270829556,0.0390136360042159,0.1194686814991894,0.0007517578964657,0.0025677363817866,28,1,1,1,1,0.0,2824.288724759562,0.856,144,122.56381170599934,0.0433963463549334,0.0,46.35489990541004,1.957,44.39789990541004,45.16847662049722,3555.712158879316,2824.288724759562,1000,1000,1.0,3163.9955333239377,0.4716357145115639,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,123.25169763999996
xxlarge,inspiral,2,HDS-NonSharable,1000,3.0,reference,HDS,NonSharable,2012.521792320748,4025.043584641496,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,6037.565376962243,6037.565376962243,3.0,60,60,1,1,1.0,0.071127142000023,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",2,0.002,89,909,91,1,2,58,58,298,3043,0.1897675399998206,4.4969827475353946e-14,0,0,0,2,0.0,0.0,0.805,2394.876339902853,3321.240302555316,5053.46834857604,0.2475318124988791,0.1704852117226825,0.3245784132750757,0.543001024260768,0.06171576521722,0.1758861128665013,0.034969027790273,0.1026377632090237,0.0010062901899361,0.0041052016708717,18,1,1,1,1,0.0,2394.876339902853,0.909,91,6.659502723000742,0.0027807292644057,0.1897675399998206,30.690123197791785,2.237,28.453123197791783,34.27311744475307,2964.7855924637934,2394.876339902853,1000,1000,1.0,3642.6890370593896,0.3966625933428513,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,7.468914791000088
xxlarge,inspiral,2,HDS-Sharable,1000,3.0,reference,HDS,Sharable,2012.521792320748,4025.043584641496,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,6037.565376962243,6037.565376962243,3.0,60,60,1,1,1.0,0.0689107929999863,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",2,0.002,90,908,92,1,2,58,58,356,3101,0.1992295379998268,0.0,0,0,0,2,0.0,0.0,0.805,2396.4977516964123,3303.561398653244,5030.317462113009,0.2474529797450573,0.1704412200948169,0.3244647393952977,0.5427497171871631,0.0719100569596382,0.1754234764669531,0.040704850199325,0.1021243449954733,0.0011264803785779,0.0041570453103564,16,1,1,1,1,0.0,2396.4977516964123,0.908,91,6.7088631000040095,0.0027994447711269,0.1992295379998268,30.54469196657521,2.233,28.31169196657521,36.552536121739166,2963.4134558419105,2396.4977516964123,1000,1000,1.0,3641.067625265831,0.396931147253629,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,7.561569244000111
xxlarge,inspiral,2,PBQS-NonSharable,1000,3.0,reference,PBQS,NonSharable,2012.521792320748,4025.043584641496,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,6037.565376962243,6037.565376962243,3.0,60,60,1,1,1.0,0.1369637059999604,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",0,0.0,0,864,136,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.03,2750.184941099561,4078.3912578331583,4910.475241661407,0.2125478382630983,0.1514730826967409,0.2736225938294558,0.4231233379897267,0.0738674898288936,0.2109296450113132,0.0445905729752592,0.1319324414543538,0.0008946349769403,0.0025707929618407,25,1,1,1,1,0.0,2750.184941099561,0.864,136,127.06151064299728,0.0462010786053524,0.0,46.13698368211031,1.989,44.14798368211031,42.04516371081158,3452.68643799617,2750.184941099561,1000,1000,1.0,3287.380435862682,0.4555122420029672,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,127.78454977299998
xxlarge,inspiral,2,PBQS-Sharable,1000,3.0,reference,PBQS,Sharable,2012.521792320748,4025.043584641496,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,6037.565376962243,6037.565376962243,3.0,60,60,1,1,1.0,0.1405090680000285,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",0,0.0,0,897,103,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.775,3078.619362694603,3444.86298016848,3643.4186863320497,0.2815568766602082,0.2006526550008776,0.3624610983195389,0.5586871258893481,0.1154774786696166,0.1954130393925257,0.0697087034031355,0.1164529252033128,0.0009671165007158,0.0019410155171613,12,1,1,1,1,0.0,3078.619362694603,0.897,103,126.78908110799809,0.0411837470537521,0.0,32.694139675595245,1.437,31.257139675595244,686.0083898397357,3452.686437996171,3078.619362694603,1000,1000,1.0,2958.9460142676403,0.509910728990497,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,127.33804224200004
xxlarge,inspiral,3,HDS-NonSharable,1000,3.0,reference,HDS,NonSharable,2012.7005218887384,4025.401043777477,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,6038.101565666215,6038.101565666215,3.0,60,60,1,1,1.0,0.0678266309998889,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",6,0.006,88,906,94,3,2,58,59,303,3061,0.1988033670002096,3.1130308885922544e-14,0,0,0,6,0.0,0.0,0.8200000000000001,2454.208526139618,3374.681894287264,4954.407994949735,0.239513060352606,0.1664199098620603,0.3126062108431517,0.5363820716461448,0.0473492795065674,0.1718990006306573,0.0270702551954168,0.1038862286419319,0.0008371467457284,0.0039118930392567,21,1,1,1,1,0.0,2454.208526139618,0.906,94,6.926086228000486,0.0028221262187915,0.4335115810001753,31.39355641693073,2.1670000000000003,29.226556416930727,34.97407420168505,3025.194884084257,2454.208526139618,1000,1000,1.0,3583.893039526597,0.4064536675061431,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,7.700867291999884
xxlarge,inspiral,3,HDS-Sharable,1000,3.0,reference,HDS,Sharable,2012.7005218887384,4025.401043777477,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,6038.101565666215,6038.101565666215,3.0,60,60,1,1,1.0,0.0680592669998532,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",8,0.008,90,902,98,4,2,58,59,362,3120,0.2448331860000507,0.0,0,0,0,8,1.5916157281026244e-12,1.5916157281026244e-12,0.8150000000000001,2487.5083792643604,3504.196423032643,5046.560890145442,0.2453254869881093,0.1708636197196461,0.3197873542565725,0.5443394526262015,0.0619483389625973,0.1727753002016883,0.0358529378002118,0.1041514272943827,0.0009080971280611,0.0035525405653959,20,1,1,1,1,0.0,2487.5083792643604,0.902,94,6.975343895004016,0.0028041489038388,0.7795551849999356,33.05246006802362,2.142,30.91046006802362,41.82133034724369,3070.0745128117765,2487.5083792643604,1000,1000,1.0,3550.5931864018544,0.4119686216291562,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,7.766993099000047
xxlarge,inspiral,3,PBQS-NonSharable,1000,3.0,reference,PBQS,NonSharable,2012.7005218887384,4025.401043777477,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,6038.101565666215,6038.101565666215,3.0,60,60,1,1,1.0,0.1601217859999906,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",0,0.0,0,847,153,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.215,2891.2475809626267,4388.974333014631,5278.120807003204,0.1909651395190398,0.138027788705994,0.2439024903320856,0.393746525638112,0.0751801686555607,0.2110650103473738,0.0461277236384581,0.1272262775658906,0.0009068900270351,0.0027680655270425,27,1,1,1,1,0.0,2891.2475809626267,0.847,153,125.06960626699832,0.0432580063673955,0.0,51.93204008574117,2.061,49.87104008574117,47.26680986283113,3614.593105357869,2891.2475809626267,1000,1000,1.0,3146.853984703588,0.4788338767606703,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,125.832265193
xxlarge,inspiral,3,PBQS-Sharable,1000,3.0,reference,PBQS,Sharable,2012.7005218887384,4025.401043777477,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,6038.101565666215,6038.101565666215,3.0,60,60,1,1,1.0,0.1370322569998734,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",0,0.0,0,890,110,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.85,3323.426106330153,3709.439411985688,3919.050964945317,0.2678169639596291,0.1935755573315771,0.342058370587681,0.5476656220239193,0.1144565364665516,0.2243702345776127,0.0702262255746307,0.1379966074324655,0.0010724843557089,0.0022138217355889,12,1,1,1,1,0.0,3323.426106330153,0.89,110,121.82752551500356,0.0366572090418853,0.0,37.35438656643152,1.495,35.859386566431525,804.4253936544944,3614.593105357867,3323.426106330153,1000,1000,1.0,2714.675459336062,0.5504091095830155,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,122.37424436599986
xxlarge,inspiral,4,HDS-NonSharable,1000,3.0,reference,HDS,NonSharable,1973.652159749761,3947.3043194995216,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,5920.956479249283,5920.956479249283,3.0,60,60,1,1,1.0,0.067823847999989,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",0,0.0,86,914,86,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.78,2349.8387007981955,3375.752315172076,5149.711580591226,0.2560074708526194,0.1770298739213977,0.3349850677838412,0.567986235776669,0.0852227772932822,0.1560069528165079,0.0483747760193339,0.0922751939610247,0.0013151187126718,0.0040095037567247,14,1,1,1,1,0.0,2349.8387007981955,0.914,86,6.013609112997983,0.0025591582566732,0.0,30.282056848849862,2.186,28.096056848849862,32.56253921197569,2930.808976607612,2349.8387007981955,1000,1000,1.0,3571.117778451088,0.3968680920107237,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,6.809056975999965
xxlarge,inspiral,4,HDS-Sharable,1000,3.0,reference,HDS,Sharable,1973.652159749761,3947.3043194995216,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,5920.956479249283,5920.956479249283,3.0,60,60,1,1,1.0,0.0741264850000789,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",0,0.0,86,914,86,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.78,2349.8387007981955,3375.752315172076,5149.711580591226,0.2560074708526194,0.1770298739213977,0.3349850677838412,0.567986235776669,0.0852227772932822,0.1560069528165079,0.0483747760193339,0.0922751939610247,0.0013151187126718,0.0040095037567247,14,1,1,1,1,0.0,2349.8387007981955,0.914,86,6.104180961998736,0.0025977021145856,0.0,30.282056848849862,2.186,28.096056848849862,32.56253921197569,2930.808976607612,2349.8387007981955,1000,1000,1.0,3571.117778451088,0.3968680920107237,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,6.897178882999924
xxlarge,inspiral,4,PBQS-NonSharable,1000,3.0,reference,PBQS,NonSharable,1973.652159749761,3947.3043194995216,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,5920.956479249283,5920.956479249283,3.0,60,60,1,1,1.0,0.1384056720003172,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",0,0.0,0,856,144,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.105,2761.8451880220173,4279.500497832673,5271.837080670318,0.1965781793541054,0.1418067759992566,0.2513495827089542,0.4000136609612767,0.0862153082081866,0.1975346082935752,0.0510900869356641,0.1121984720056804,0.0009956337832258,0.0025360074196266,24,1,1,1,1,0.0,2761.8451880220173,0.856,144,126.53642896400744,0.0458159021775693,0.0,48.23975885836976,2.037,46.20275885836976,45.97986529226071,3456.118030705431,2761.8451880220173,1000,1000,1.0,3159.1112912272656,0.466452539839001,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,127.285328295
xxlarge,inspiral,4,PBQS-Sharable,1000,3.0,reference,PBQS,Sharable,1973.652159749761,3947.3043194995216,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,5920.956479249283,5920.956479249283,3.0,60,60,1,1,1.0,0.13547542099991,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",0,0.0,0,897,103,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.77,3120.640768300074,3522.7674457479447,3758.3709765008607,0.2788069602603979,0.2011246430839131,0.3564892774368827,0.5592423997905225,0.1144540585353842,0.1976397789468578,0.0678240085460498,0.116225024784516,0.0010641627001918,0.002222323635046,12,1,1,1,1,0.0,3120.640768300074,0.897,103,130.40360809000094,0.0417874461599873,0.0,34.582539417494345,1.452,33.13053941749435,752.1825855190374,3456.1180307054287,3120.640768300074,1000,1000,1.0,2800.315710949209,0.5270501107780038,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,130.96462535600017
xxlarge,inspiral,5,HDS-NonSharable,1000,3.0,reference,HDS,NonSharable,1934.5098505792496,3869.019701158499,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,5803.529551737749,5803.529551737749,3.0,60,60,1,1,1.0,0.0597462600003382,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",4,0.004,87,909,91,2,2,58,59,303,3061,0.1729751500001839,8.26550481755665e-14,0,0,0,4,0.0,0.0,0.81,2285.686860846677,3356.6851122440485,5313.404236089677,0.235315980921631,0.16107710330986,0.3095548585334021,0.5257881998103264,0.0463355756286977,0.1515582503763157,0.0269933540323069,0.0967902234846232,0.0008841128596263,0.0040131729161285,22,1,1,1,1,0.0,2285.686860846677,0.909,91,6.944083560993931,0.003038073009888,0.2366877770000428,30.559548683246245,2.2880000000000003,28.271548683246245,34.23616884032644,2870.8035709643823,2285.686860846677,1000,1000,1.0,3517.8426908910715,0.3938442701928303,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,7.821830321000107
xxlarge,inspiral,5,HDS-Sharable,1000,3.0,reference,HDS,Sharable,1934.5098505792496,3869.019701158499,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,5803.529551737749,5803.529551737749,3.0,60,60,1,1,1.0,0.0595065150000664,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",8,0.008,85,907,93,4,2,58,59,362,3120,0.2007386939999378,0.0,0,0,0,8,0.0,0.0,0.8150000000000001,2303.516602818744,3323.0819749090238,5183.139108098501,0.2374329051411385,0.1629190819612158,0.3119467283210613,0.5320332704199603,0.0523317375565572,0.1534178738999756,0.0303067818904093,0.0963811458413153,0.0008413712125923,0.0041439592490519,22,1,1,1,1,0.0,2303.516602818744,0.907,90,7.150708702999054,0.0031042575053502,0.655832399999781,29.8801656129836,2.266,27.6141656129836,41.35802624306869,2872.9796602677857,2303.516602818744,1000,1000,1.0,3500.012948919005,0.3969164940547262,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,8.030598721999922
xxlarge,inspiral,5,PBQS-NonSharable,1000,3.0,reference,PBQS,NonSharable,1934.5098505792496,3869.019701158499,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,5803.529551737749,5803.529551737749,3.0,60,60,1,1,1.0,0.1181932250001409,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",0,0.0,0,861,139,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.07,2692.106118953385,4185.315383890873,5254.781403163472,0.1994042608149614,0.1422593047514333,0.2565492168784896,0.4068584889909932,0.072569445584126,0.2160085301229706,0.0443103516986881,0.1240727737306634,0.0008691188706079,0.0030807257965833,28,1,1,1,1,0.0,2692.106118953385,0.861,139,126.75585147000312,0.047084270035864,0.0,47.74986878909561,2.087,45.6628687890956,43.05120369884163,3393.199798184883,2692.106118953385,1000,1000,1.0,3111.423432784364,0.4638739399797298,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,127.56327613799976
xxlarge,inspiral,5,PBQS-Sharable,1000,3.0,reference,PBQS,Sharable,1934.5098505792496,3869.019701158499,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,5803.529551737749,5803.529551737749,3.0,60,60,1,1,1.0,0.1197602259999257,0,667,2,1.4992503748125936,"{""1"":334,""2"":333}",0,0.0,0,896,104,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.79,3087.793798069032,3376.049118391514,3636.248872164754,0.2688741323246899,0.1918206109229003,0.3459276537264794,0.5437820189398854,0.1107224631060021,0.1650565289845186,0.0676062941046521,0.0935765473643467,0.0010168225815578,0.0019277828335535,12,1,1,1,1,0.0,3087.793798069032,0.896,104,126.64773538699092,0.0410156065039675,0.0,33.187656340262045,1.443,31.744656340262043,749.3807339666889,3393.1997981848854,3087.793798069032,1000,1000,1.0,2715.7357536687173,0.5320544628129712,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,127.252569365
xxlarge,montage,1,HDS-NonSharable,1000,3.0,reference,HDS,NonSharable,1333.3356899994735,2666.6713799989475,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,4000.007069998421,4000.007069998421,3.0,60,60,1,1,1.0,0.0588798669996322,0,402,4,2.4950248756218905,"{""1"":201,""2"":1,""4"":200}",75,0.075,46,879,121,34,3,55,59,366,3424,0.2731235069986724,7.539748060924974e-13,0,0,0,75,7.105427357601002e-15,7.105427357601002e-15,1.04,1668.1578221233367,5906.6657159439965,9448.852128922354,0.1928937230782955,0.1392434398283621,0.2465440063282289,0.4261856024121885,0.0192659508475054,0.0875053558403792,0.0104377342768139,0.0471031611113167,0.000318667317829,0.0048682157891424,146,1,1,1,1,0.0,1668.1578221233367,0.879,121,12.580723083006887,0.0075416863537488,6.481110232998617,53.21476601433636,3.9405,49.27426601433636,45.45162874041191,3094.1074735124885,1668.1578221233367,1000,1000,1.0,2331.849247875084,0.417038718415064,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,13.885438888999488
